transaction_id,customer_id,transaction_amount,timestamp,merchant,device_type,location,latitude,longitude,payment_method,is_foreign,fraud_label
TXN61C172E3F641,CUST100786,230.85,2026-07-30 17:32:11,Gaming,Mobile,Chennai,13.0827,80.2707,Net Banking,False,0
TXN97C8E545DFB7,CUST100461,5506.35,2026-07-30 17:32:35,Crypto Exchange,Mobile,Chennai,13.0827,80.2707,Credit Card,False,0
TXN46208C1A5744,CUST101179,30488.87,2026-07-30 17:39:24,Crypto Exchange,Desktop,Dubai,25.2048,55.2708,Net Banking,True,1
TXNC8813B291ECE,CUST100591,564.13,2026-07-30 17:40:15,Jewellery,Tablet,Chennai,13.0827,80.2707,Credit Card,False,0
TXN228F21059CD1,CUST100030,964.23,2026-07-30 17:48:04,Jewellery,Mobile,Chennai,13.0827,80.2707,Credit Card,False,0
TXN8A27BAE224C3,CUST100048,367.79,2026-07-30 17:49:14,Online Marketplace,Desktop,Chennai,13.0827,80.2707,UPI,False,0
TXN8D4AF771A93C,CUST100937,326.3,2026-07-30 17:51:27,Fuel,Mobile,Chennai,13.0827,80.2707,UPI,False,0
TXNA4A6378FD120,CUST100217,114.51,2026-07-30 17:59:11,Dining,Desktop,Mumbai,19.076,72.8777,Credit Card,False,0
TXN7FC410734075,CUST101183,99.1,2026-07-30 18:02:28,Travel,Mobile,Bangalore,12.9716,77.5946,Credit Card,False,0
TXNA2387C620433,CUST100863,3123.32,2026-07-30 18:03:10,Gaming,Tablet,Ahmedabad,23.0225,72.5714,Net Banking,False,0
TXN0B708C7D5C62,CUST100800,1180.64,2026-07-30 18:06:07,Electronics,Mobile,Mumbai,19.076,72.8777,Credit Card,False,0
TXNFA33ED326A65,CUST100912,891.08,2026-07-30 18:11:07,Grocery,Mobile,Delhi,28.7041,77.1025,Credit Card,False,0
TXNAEE36853B3EF,CUST100690,917.97,2026-07-30 18:16:54,Crypto Exchange,Mobile,Bangalore,12.9716,77.5946,Net Banking,False,0
TXNF131CDECE2F1,CUST100804,766.7,2026-07-30 18:20:27,Crypto Exchange,Desktop,Delhi,28.7041,77.1025,Debit Card,False,0
TXNA3B9F6152A1A,CUST100780,303.83,2026-07-30 18:21:10,Travel,Tablet,Chennai,13.0827,80.2707,UPI,False,0
TXN827651EC7609,CUST100982,1219.89,2026-07-30 18:27:49,Grocery,Tablet,Kolkata,22.5726,88.3639,UPI,False,0
TXNC4D001CA3B6C,CUST100627,144.76,2026-07-30 18:31:08,Utilities,POS Terminal,Ahmedabad,23.0225,72.5714,UPI,False,0
TXN37A0BD132532,CUST100552,515.53,2026-07-30 18:32:49,Grocery,Mobile,Pune,18.5204,73.8567,Credit Card,False,0
TXN44A3A43DF474,CUST101109,390.76,2026-07-30 18:33:06,Electronics,Desktop,Chennai,13.0827,80.2707,UPI,False,0
TXNA1D0DE7E489F,CUST100374,184.17,2026-07-30 18:33:49,Gaming,Mobile,Kolkata,22.5726,88.3639,Debit Card,False,0
TXNAD322E2F749C,CUST101148,612.21,2026-07-30 18:35:00,Grocery,Mobile,Chennai,13.0827,80.2707,UPI,False,0
TXN20ECE70E81C6,CUST100444,469.69,2026-07-30 18:40:08,Crypto Exchange,Desktop,Chennai,13.0827,80.2707,Wallet,False,0
TXN1B4B8137FCBD,CUST100472,163.48,2026-07-30 18:43:04,Electronics,Mobile,Delhi,28.7041,77.1025,Net Banking,False,0
TXN27280038D57A,CUST100605,434.55,2026-07-30 18:46:06,Travel,Mobile,Ahmedabad,23.0225,72.5714,UPI,False,0
TXNC096B8299B0A,CUST100277,242.22,2026-07-30 18:51:42,Jewellery,Desktop,Bangalore,12.9716,77.5946,UPI,False,0
TXN42AF2DB16AEF,CUST100921,637.21,2026-07-30 18:52:06,Utilities,Tablet,Chennai,13.0827,80.2707,Credit Card,False,0
TXNF503037D42AE,CUST100249,1903.49,2026-07-30 18:52:22,Online Marketplace,POS Terminal,Hyderabad,17.385,78.4867,Debit Card,False,0
TXN68A00D56E611,CUST100444,2829.61,2026-07-30 18:55:23,Utilities,Mobile,Chennai,13.0827,80.2707,UPI,False,0
TXNB151C83496F2,CUST101140,433.42,2026-07-30 19:00:36,Jewellery,Mobile,Mumbai,19.076,72.8777,UPI,False,0
TXN9F231C46C44C,CUST100452,215.68,2026-07-30 19:01:58,Dining,POS Terminal,Delhi,28.7041,77.1025,Credit Card,False,0
TXN0D06C5CBCB89,CUST101082,873.11,2026-07-30 19:02:33,Electronics,Mobile,Bangalore,12.9716,77.5946,UPI,False,0
TXNEA4D4BA2734C,CUST100276,1536.56,2026-07-30 19:03:05,Utilities,Desktop,Delhi,28.7041,77.1025,Net Banking,False,0
TXN410DC05C3638,CUST100100,1485.03,2026-07-30 19:03:52,Jewellery,Mobile,Bangalore,12.9716,77.5946,Credit Card,False,0
TXNEA6FF46FBB0E,CUST100174,158.52,2026-07-30 19:11:42,Utilities,Tablet,Delhi,28.7041,77.1025,Debit Card,False,0
TXNF146D5A02F99,CUST100795,1358.92,2026-07-30 19:14:51,Fuel,POS Terminal,Chennai,13.0827,80.2707,Debit Card,False,0
TXNA4F8C28BDD37,CUST100937,831.77,2026-07-30 19:22:26,Dining,POS Terminal,Chennai,13.0827,80.2707,UPI,False,0
TXN9B98E96770CE,CUST100785,265.54,2026-07-30 19:22:48,Electronics,Tablet,Pune,18.5204,73.8567,UPI,False,0
TXN8D853FDD5EFF,CUST100444,2866.12,2026-07-30 19:24:50,Online Marketplace,POS Terminal,Chennai,13.0827,80.2707,Net Banking,False,0
TXNCE0CD1CDD5B8,CUST100801,1273.34,2026-07-30 19:28:02,Gaming,Desktop,Delhi,28.7041,77.1025,UPI,False,0
TXN36CE1B07B34A,CUST100929,82.15,2026-07-30 19:28:59,Travel,Tablet,Bangalore,12.9716,77.5946,Debit Card,False,0
TXNF76E616313B2,CUST101130,335.77,2026-07-30 19:30:39,Travel,Desktop,Bangalore,12.9716,77.5946,Credit Card,False,0
TXN4849F8A73B6B,CUST100217,636.37,2026-07-30 19:36:03,Electronics,Mobile,Mumbai,19.076,72.8777,Credit Card,False,0
TXNDF2644C5BE28,CUST100538,3783.49,2026-07-30 19:36:16,Jewellery,Mobile,Delhi,28.7041,77.1025,Debit Card,False,0
TXND295AAC8FB43,CUST101047,2226.74,2026-07-30 19:41:22,Jewellery,Mobile,Pune,18.5204,73.8567,Net Banking,False,0
TXN909AEC534597,CUST101127,535.76,2026-07-30 19:44:46,Electronics,ATM,Chennai,13.0827,80.2707,Credit Card,False,0
TXN002F680C56C8,CUST100800,1107.72,2026-07-30 19:45:04,Grocery,Mobile,Mumbai,19.076,72.8777,UPI,False,0
TXND4656197633B,CUST100758,44747.47,2026-07-30 19:51:08,QuickCash Traders,ATM,Singapore,1.3521,103.8198,Credit Card,True,1
TXNDF1337DA4227,CUST100714,803.04,2026-07-30 19:51:52,Gaming,Desktop,Hyderabad,17.385,78.4867,Wallet,False,0
TXNAEA63FA7C2DD,CUST100797,608.69,2026-07-30 19:54:54,Gaming,Tablet,Hyderabad,17.385,78.4867,Debit Card,False,0
TXNA1172BCDE718,CUST100819,511.53,2026-07-30 19:55:34,Jewellery,Mobile,Ahmedabad,23.0225,72.5714,UPI,False,0
TXNE44093544960,CUST100458,3575.91,2026-07-30 19:56:28,Grocery,Tablet,Mumbai,19.076,72.8777,Wallet,False,0
TXND4F79EA417CE,CUST100653,416.55,2026-07-30 20:05:38,Online Marketplace,POS Terminal,Pune,18.5204,73.8567,Net Banking,False,0
TXNDCA1B5320B9F,CUST100499,1001.67,2026-07-30 20:09:02,Fuel,Tablet,Pune,18.5204,73.8567,UPI,False,0
TXN6DF65971E8E2,CUST100335,478.55,2026-07-30 20:09:56,Gaming,Mobile,Kolkata,22.5726,88.3639,UPI,False,0
TXN4BAFF837A816,CUST100037,190.25,2026-07-30 20:10:26,Utilities,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXN45C4E85E635A,CUST100863,2710.74,2026-07-30 20:11:25,Electronics,Mobile,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXN968622A98FB7,CUST100879,1171.23,2026-07-30 20:14:36,Electronics,Mobile,Hyderabad,17.385,78.4867,UPI,False,0
TXN9F24B93B0625,CUST101029,7504.27,2026-07-30 20:17:02,Fuel,Mobile,London,51.5072,-0.1276,Wallet,True,1
TXNA7CA0161B461,CUST100991,132.36,2026-07-30 20:18:04,Electronics,Mobile,Kolkata,22.5726,88.3639,Credit Card,False,0
TXNEF2542CEDFC2,CUST100678,4789.98,2026-07-30 20:25:17,Utilities,Mobile,Chennai,13.0827,80.2707,Credit Card,False,0
TXNF58CF6AA6C84,CUST100142,1832.47,2026-07-30 20:26:37,Crypto Exchange,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXNF02FA242F8E7,CUST100935,2832.66,2026-07-30 20:28:34,Travel,POS Terminal,Pune,18.5204,73.8567,UPI,False,0
TXNC6E28840C07C,CUST100200,81.15,2026-07-30 20:28:48,Electronics,Desktop,Ahmedabad,23.0225,72.5714,Net Banking,False,0
TXND5F5419DC8D9,CUST100994,97.56,2026-07-30 20:28:58,Utilities,Desktop,Hyderabad,17.385,78.4867,UPI,False,0
TXND25AD75EE283,CUST100594,1812.2,2026-07-30 20:30:36,Electronics,Mobile,Kolkata,22.5726,88.3639,Debit Card,False,0
TXNA37B35469F00,CUST100211,2129.97,2026-07-30 20:31:09,Dining,POS Terminal,Kolkata,22.5726,88.3639,Credit Card,False,0
TXN579BE3B8082B,CUST100924,50.0,2026-07-30 20:31:39,Online Marketplace,Mobile,Bangalore,12.9716,77.5946,Debit Card,False,0
TXN0768F3B679C8,CUST100438,197.74,2026-07-30 20:33:28,Jewellery,Mobile,Kolkata,22.5726,88.3639,Credit Card,False,0
TXN7A0029528DA0,CUST101199,513.67,2026-07-30 20:39:13,Dining,Mobile,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXNC531BE32E425,CUST100470,27000.31,2026-07-30 20:45:42,Jewellery,POS Terminal,London,51.5072,-0.1276,Credit Card,True,1
TXND2A59B719F3D,CUST100587,1225.75,2026-07-30 20:46:46,Crypto Exchange,Desktop,Delhi,28.7041,77.1025,Debit Card,False,0
TXN5169760DDCDC,CUST100082,256.7,2026-07-30 20:49:52,Travel,Mobile,Hyderabad,17.385,78.4867,UPI,False,0
TXN193B46FE3C8E,CUST101043,748.41,2026-07-30 20:50:10,Online Marketplace,Mobile,Kolkata,22.5726,88.3639,UPI,False,0
TXNACC2850EB6A8,CUST100771,271.72,2026-07-30 20:51:59,Fuel,POS Terminal,Delhi,28.7041,77.1025,Debit Card,False,0
TXN00E758B4769E,CUST100865,2526.67,2026-07-30 20:56:54,Gaming,Mobile,Hyderabad,17.385,78.4867,Credit Card,False,0
TXNB9CAF89786D6,CUST100748,1002.83,2026-07-30 20:58:00,Online Marketplace,Mobile,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN129AFC94888A,CUST100925,615.68,2026-07-30 21:01:17,Grocery,Mobile,Pune,18.5204,73.8567,UPI,False,0
TXN1421BE567474,CUST101018,619.9,2026-07-30 21:01:22,Travel,Desktop,Delhi,28.7041,77.1025,Net Banking,False,0
TXNFA2A5C552AE5,CUST100427,1959.03,2026-07-30 21:10:14,Gaming,Mobile,Delhi,28.7041,77.1025,Credit Card,False,0
TXNF535C9BE1BE7,CUST101095,369.47,2026-07-30 21:13:35,Online Marketplace,Desktop,Chennai,13.0827,80.2707,Credit Card,False,0
TXN31A8DAC6DB28,CUST100643,807.29,2026-07-30 21:18:27,Crypto Exchange,Mobile,Hyderabad,17.385,78.4867,Net Banking,False,0
TXN4BF03AAD9983,CUST100997,16497.6,2026-07-30 21:18:44,Crypto Exchange,POS Terminal,Hyderabad,17.385,78.4867,Credit Card,False,1
TXND974A09D7696,CUST100517,1277.69,2026-07-30 21:24:29,Dining,Mobile,Delhi,28.7041,77.1025,Net Banking,False,0
TXN28284EB01449,CUST100727,772.36,2026-07-30 21:24:40,Fuel,POS Terminal,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXN2E325FC7E29B,CUST100296,911.16,2026-07-30 21:25:59,Online Marketplace,Mobile,Chennai,13.0827,80.2707,UPI,False,0
TXNE0107C8A8CFD,CUST100763,714.24,2026-07-30 21:26:34,Utilities,Mobile,Pune,18.5204,73.8567,Debit Card,False,0
TXNE4D343171AAB,CUST100901,674.02,2026-07-30 21:29:53,Online Marketplace,Desktop,Delhi,28.7041,77.1025,Credit Card,False,0
TXN9E5E37A284CF,CUST100807,451.31,2026-07-30 21:33:08,Dining,Desktop,Chennai,13.0827,80.2707,UPI,False,0
TXND84B3CBC0D42,CUST100411,1807.93,2026-07-30 21:37:07,Jewellery,Desktop,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXN00973976212B,CUST100078,1836.13,2026-07-30 21:39:19,Electronics,Mobile,Ahmedabad,23.0225,72.5714,UPI,False,0
TXND637EE9C9C24,CUST100435,435.26,2026-07-30 21:39:56,Gaming,Tablet,Mumbai,19.076,72.8777,Credit Card,False,0
TXNFF4050CB54D2,CUST100150,3486.47,2026-07-30 21:40:56,Fuel,Mobile,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXNB1BE5F076919,CUST100862,774.45,2026-07-30 21:44:54,Fuel,Desktop,Delhi,28.7041,77.1025,Credit Card,False,0
TXNA8B6C2C8DC87,CUST100692,370.95,2026-07-30 21:46:06,Dining,POS Terminal,Bangalore,12.9716,77.5946,Credit Card,False,0
TXNE1A1D04A8D28,CUST101150,301.18,2026-07-30 21:46:56,Utilities,Mobile,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN5AF01A1DFB8B,CUST101016,855.97,2026-07-30 21:47:13,Utilities,Mobile,Kolkata,22.5726,88.3639,UPI,False,0
TXN55A3B1BF073E,CUST100693,626.32,2026-07-30 21:54:55,Gaming,Mobile,Pune,18.5204,73.8567,Debit Card,False,0
TXN1D504335F0B0,CUST100777,148.41,2026-07-30 22:05:55,Fuel,Mobile,Bangalore,12.9716,77.5946,Credit Card,False,0
TXNEA0C73336CCA,CUST100716,647.58,2026-07-30 22:08:42,Fuel,Mobile,Kolkata,22.5726,88.3639,Net Banking,False,0
TXN3A2D759663FB,CUST100895,1412.45,2026-07-30 22:08:44,Travel,Mobile,Kolkata,22.5726,88.3639,UPI,False,0
TXNB7BB86B484B3,CUST100680,203.15,2026-07-30 22:19:46,Travel,Desktop,Pune,18.5204,73.8567,Debit Card,False,0
TXNA01E376620BE,CUST100890,418.98,2026-07-30 22:23:04,Grocery,Mobile,Mumbai,19.076,72.8777,UPI,False,0
TXN0F7004A191D4,CUST100707,2127.35,2026-07-30 22:29:08,Gaming,Mobile,Hyderabad,17.385,78.4867,Net Banking,False,0
TXNC0CB40F45D6D,CUST100393,179.76,2026-07-30 22:32:28,Electronics,POS Terminal,Delhi,28.7041,77.1025,UPI,False,0
TXNE429496750BD,CUST100719,51.07,2026-07-30 22:34:44,Travel,Desktop,Pune,18.5204,73.8567,Net Banking,False,0
TXN954B45399761,CUST101067,851.23,2026-07-30 22:38:20,Crypto Exchange,Desktop,Mumbai,19.076,72.8777,Debit Card,False,0
TXN55EC1E358516,CUST101195,589.13,2026-07-30 22:40:28,Travel,Mobile,Bangalore,12.9716,77.5946,Net Banking,False,0
TXNF46821B8091B,CUST100909,157.39,2026-07-30 22:44:23,Crypto Exchange,Mobile,Chennai,13.0827,80.2707,Debit Card,False,0
TXNC884480BDCB4,CUST100532,1446.62,2026-07-30 22:46:08,Utilities,Desktop,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN209DE59853E3,CUST100295,259.39,2026-07-30 22:48:38,Fuel,Desktop,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXN04E8080BC698,CUST100234,422.07,2026-07-30 22:50:45,Grocery,ATM,Bangalore,12.9716,77.5946,Debit Card,False,0
TXND052947AAA60,CUST100453,808.61,2026-07-30 22:58:13,Online Marketplace,Mobile,Delhi,28.7041,77.1025,Debit Card,False,0
TXN85E9AC42EF7A,CUST100450,386.17,2026-07-30 22:59:00,Travel,Mobile,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXN463245D4C2A8,CUST100961,1445.24,2026-07-30 23:01:37,Jewellery,Mobile,Mumbai,19.076,72.8777,Credit Card,False,0
TXN388B03D346A0,CUST100857,3414.08,2026-07-30 23:04:03,Fuel,Mobile,Hyderabad,17.385,78.4867,Debit Card,False,0
TXN4B6A7B40FAB5,CUST100722,456.34,2026-07-30 23:08:19,Grocery,Desktop,Pune,18.5204,73.8567,Net Banking,False,0
TXN3487E3769FB0,CUST101095,52642.63,2026-07-30 23:12:28,Fuel,Desktop,Chennai,13.0827,80.2707,Wallet,False,1
TXN31D12689F2A0,CUST100699,291.47,2026-07-30 23:12:45,Grocery,ATM,Hyderabad,17.385,78.4867,UPI,False,0
TXN92868C75BF71,CUST101068,1429.07,2026-07-30 23:14:28,Crypto Exchange,ATM,Delhi,28.7041,77.1025,UPI,False,0
TXN02A441CC55CC,CUST100295,187.9,2026-07-30 23:20:23,Electronics,Desktop,Ahmedabad,23.0225,72.5714,Net Banking,False,0
TXNA2EC37BDC855,CUST101194,280.58,2026-07-30 23:20:29,Travel,Tablet,Mumbai,19.076,72.8777,Debit Card,False,0
TXN170CB8CDC6FF,CUST100839,149.93,2026-07-30 23:23:35,Gaming,Desktop,Hyderabad,17.385,78.4867,Credit Card,False,0
TXN45DD237933B2,CUST101116,960.96,2026-07-30 23:25:57,Gaming,Mobile,Ahmedabad,23.0225,72.5714,Net Banking,False,0
TXN39E5D688F9EF,CUST101170,1303.89,2026-07-30 23:28:26,Utilities,Desktop,Mumbai,19.076,72.8777,Credit Card,False,0
TXN9F6EE901C4BD,CUST100807,244.93,2026-07-30 23:28:59,Dining,Mobile,Chennai,13.0827,80.2707,Credit Card,False,0
TXN2632B1F9064D,CUST100206,4764.67,2026-07-30 23:31:35,Jewellery,POS Terminal,Mumbai,19.076,72.8777,UPI,False,0
TXNB6B179C4DDE0,CUST100833,1256.11,2026-07-30 23:31:50,Travel,Mobile,Chennai,13.0827,80.2707,Debit Card,False,0
TXNA4453DFC4623,CUST100308,945.55,2026-07-30 23:33:48,Crypto Exchange,Mobile,Pune,18.5204,73.8567,UPI,False,0
TXN70DE991BE270,CUST100041,836.15,2026-07-30 23:37:58,Dining,POS Terminal,Chennai,13.0827,80.2707,UPI,False,0
TXN9F5ADA2D7C7F,CUST100815,327.62,2026-07-30 23:38:37,Online Marketplace,Mobile,Delhi,28.7041,77.1025,Credit Card,False,0
TXN0B90B25B05A2,CUST100905,59936.43,2026-07-30 23:38:57,Electronics,Desktop,Singapore,1.3521,103.8198,Credit Card,True,1
TXN6EB9FE49717A,CUST100746,2000.56,2026-07-30 23:40:49,Dining,POS Terminal,Delhi,28.7041,77.1025,Credit Card,False,0
TXN329A8EB22ED8,CUST100581,1504.08,2026-07-30 23:41:00,Gaming,POS Terminal,Kolkata,22.5726,88.3639,Debit Card,False,0
TXNA5F20FEF1336,CUST101169,1770.73,2026-07-30 23:41:33,Utilities,Mobile,Bangalore,12.9716,77.5946,Credit Card,False,0
TXN11F80807C6B6,CUST100973,208.49,2026-07-30 23:42:24,Utilities,Mobile,Bangalore,12.9716,77.5946,Debit Card,False,0
TXNFBE973D33D90,CUST100275,1113.81,2026-07-30 23:42:34,Gaming,ATM,Mumbai,19.076,72.8777,Debit Card,False,0
TXND6FB63C3DB17,CUST100338,1064.02,2026-07-30 23:43:56,Utilities,Mobile,Hyderabad,17.385,78.4867,Debit Card,False,0
TXN7F5AF3DFAC1F,CUST100543,411.28,2026-07-30 23:44:54,Grocery,Tablet,Mumbai,19.076,72.8777,UPI,False,0
TXN72C780EA3FBD,CUST100801,479.65,2026-07-30 23:45:45,Dining,Desktop,Delhi,28.7041,77.1025,UPI,False,0
TXNA41D20406538,CUST100087,688.01,2026-07-30 23:46:01,Utilities,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXN2FD9C500E715,CUST100686,764.17,2026-07-30 23:47:24,Gaming,Desktop,Mumbai,19.076,72.8777,Debit Card,False,0
TXN9BDCC3938A5C,CUST100048,575.36,2026-07-30 23:49:19,Jewellery,Mobile,Chennai,13.0827,80.2707,Debit Card,False,0
TXN610D7F68FBC0,CUST100460,3264.0,2026-07-30 23:53:09,Jewellery,Mobile,Mumbai,19.076,72.8777,UPI,False,0
TXNF3A44C11A950,CUST100856,492.64,2026-07-30 23:57:32,Utilities,POS Terminal,Kolkata,22.5726,88.3639,Net Banking,False,0
TXND8FE6774C084,CUST100387,4777.21,2026-07-31 00:04:32,Crypto Exchange,Desktop,Mumbai,19.076,72.8777,Credit Card,False,0
TXNAEDCFE18BD51,CUST100230,437.61,2026-07-31 00:08:39,Travel,Mobile,Pune,18.5204,73.8567,Debit Card,False,0
TXN0F6911BF986B,CUST100281,572.1,2026-07-31 00:09:28,Grocery,Mobile,Pune,18.5204,73.8567,Credit Card,False,0
TXN085DDCDEE426,CUST100292,215.9,2026-07-31 00:12:20,Grocery,Mobile,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN07BEE0EEEB21,CUST100721,1152.8,2026-07-31 00:13:58,Utilities,ATM,Pune,18.5204,73.8567,UPI,False,0
TXN5BCEDA954FB5,CUST100456,294.21,2026-07-31 00:16:57,Grocery,Desktop,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN530F5B6A799E,CUST100162,10400.14,2026-07-31 00:18:33,QuickCash Traders,Mobile,Pune,18.5204,73.8567,Net Banking,False,1
TXNC247F0BFE9F2,CUST100413,216.3,2026-07-31 00:19:44,Travel,Mobile,Chennai,13.0827,80.2707,UPI,False,0
TXN42741C5CA14A,CUST100559,85.18,2026-07-31 00:33:24,Online Marketplace,Mobile,Mumbai,19.076,72.8777,UPI,False,0
TXND07257336A09,CUST100525,267.59,2026-07-31 00:36:55,Grocery,Mobile,Bangalore,12.9716,77.5946,Debit Card,False,0
TXNB828C944F86B,CUST100102,697.45,2026-07-31 00:37:20,Electronics,Mobile,Hyderabad,17.385,78.4867,Credit Card,False,0
TXNEB9AE64F4940,CUST101114,114.46,2026-07-31 00:38:28,Dining,Mobile,Delhi,28.7041,77.1025,Credit Card,False,0
TXN11E5730B37F3,CUST100507,677.86,2026-07-31 00:39:17,Online Marketplace,ATM,Mumbai,19.076,72.8777,Net Banking,False,0
TXNEABF800E5943,CUST100022,546.86,2026-07-31 00:43:21,Travel,POS Terminal,Mumbai,19.076,72.8777,Credit Card,False,0
TXN716E31031026,CUST100661,398.28,2026-07-31 00:44:14,Jewellery,Mobile,Delhi,28.7041,77.1025,UPI,False,0
TXN4312FF7BF84F,CUST100713,884.06,2026-07-31 00:47:10,Dining,Mobile,Pune,18.5204,73.8567,Debit Card,False,0
TXN5BC9B9F439A8,CUST100449,1192.98,2026-07-31 00:50:10,Crypto Exchange,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXNFFF0B7E053B4,CUST100120,699.99,2026-07-31 00:52:05,Grocery,Mobile,Hyderabad,17.385,78.4867,UPI,False,0
TXNE60479E32F00,CUST100282,457.43,2026-07-31 00:53:10,Fuel,Mobile,Kolkata,22.5726,88.3639,Debit Card,False,0
TXN228CE2E2E4C2,CUST101071,65688.79,2026-07-31 00:58:04,Crypto Exchange,POS Terminal,Kolkata,22.5726,88.3639,UPI,False,1
TXN3537E6D49DA1,CUST101140,233.09,2026-07-31 01:03:20,Gaming,Mobile,Mumbai,19.076,72.8777,UPI,False,0
TXN21A2D157BEB1,CUST100271,1092.86,2026-07-31 01:04:48,Online Marketplace,Desktop,Bangalore,12.9716,77.5946,UPI,False,0
TXNE1FA42C16DBC,CUST100626,965.33,2026-07-31 01:10:03,Online Marketplace,Desktop,Bangalore,12.9716,77.5946,Net Banking,False,0
TXN4C96CDD14BD3,CUST100502,191.31,2026-07-31 01:17:48,Jewellery,Mobile,Pune,18.5204,73.8567,Credit Card,False,0
TXN5EB515DD5B03,CUST100086,145.4,2026-07-31 01:22:10,Jewellery,Mobile,Delhi,28.7041,77.1025,UPI,False,0
TXN723E444070C5,CUST101003,570.91,2026-07-31 01:27:48,Dining,Mobile,Mumbai,19.076,72.8777,Credit Card,False,0
TXN3242DC310193,CUST100818,776.56,2026-07-31 01:28:42,Crypto Exchange,POS Terminal,Chennai,13.0827,80.2707,Debit Card,False,0
TXN48CF1925BF76,CUST100247,1675.69,2026-07-31 01:28:58,Crypto Exchange,Desktop,Ahmedabad,23.0225,72.5714,Net Banking,False,0
TXNA031AB447A81,CUST100021,643.81,2026-07-31 01:33:07,Gaming,Mobile,Bangalore,12.9716,77.5946,Credit Card,False,0
TXNE9F85C583721,CUST100275,356.06,2026-07-31 01:34:31,Dining,Desktop,Mumbai,19.076,72.8777,UPI,False,0
TXNF552E8461258,CUST101017,499.21,2026-07-31 01:34:59,Jewellery,Tablet,Chennai,13.0827,80.2707,UPI,False,0
TXN56779E100616,CUST100785,1627.25,2026-07-31 01:36:53,Dining,Desktop,Pune,18.5204,73.8567,Net Banking,False,0
TXN13F1CE33B6C3,CUST100187,817.62,2026-07-31 01:40:36,Travel,Desktop,Bangalore,12.9716,77.5946,Debit Card,False,0
TXNFFB551F4E5DF,CUST100275,867.19,2026-07-31 01:42:44,Utilities,Desktop,Mumbai,19.076,72.8777,Net Banking,False,0
TXN1566A62210EA,CUST100822,852.21,2026-07-31 01:47:26,Crypto Exchange,Mobile,Pune,18.5204,73.8567,Debit Card,False,0
TXNB64B0C116F8E,CUST100994,248.43,2026-07-31 01:48:06,Travel,Desktop,Hyderabad,17.385,78.4867,UPI,False,0
TXNE583C94912B1,CUST100177,591.33,2026-07-31 01:48:50,Jewellery,Desktop,Pune,18.5204,73.8567,Credit Card,False,0
TXN1B0765859FA6,CUST100725,499.89,2026-07-31 01:49:22,Electronics,Desktop,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN58D597876A20,CUST100072,73486.57,2026-07-31 01:55:38,Jewellery,Desktop,Mumbai,19.076,72.8777,Credit Card,False,1
TXN01E7845BF782,CUST100063,2029.57,2026-07-31 01:58:18,Grocery,ATM,Chennai,13.0827,80.2707,Credit Card,False,0
TXN9D7E20505DDF,CUST100947,4152.85,2026-07-31 01:59:54,Travel,Mobile,Delhi,28.7041,77.1025,Credit Card,False,0
TXN870710592CB2,CUST101057,149.59,2026-07-31 02:07:30,Online Marketplace,ATM,Chennai,13.0827,80.2707,Credit Card,False,0
TXN3C7B5F541D0C,CUST100231,332.71,2026-07-31 02:09:32,Crypto Exchange,Mobile,Bangalore,12.9716,77.5946,Wallet,False,0
TXN0500D9E34E54,CUST100055,3672.84,2026-07-31 02:09:35,Fuel,Mobile,Pune,18.5204,73.8567,UPI,False,0
TXN769F2FB821E5,CUST100878,1231.09,2026-07-31 02:10:08,Grocery,Desktop,Ahmedabad,23.0225,72.5714,UPI,False,0
TXNFDA0AE584E86,CUST101096,4369.63,2026-07-31 02:12:02,Utilities,Tablet,Bangalore,12.9716,77.5946,Debit Card,False,0
TXN90FEDD84F3D2,CUST100155,99.5,2026-07-31 02:24:37,Dining,Mobile,Chennai,13.0827,80.2707,Net Banking,False,0
TXN86716856A72B,CUST101052,1762.92,2026-07-31 02:25:06,Fuel,Desktop,Hyderabad,17.385,78.4867,Debit Card,False,0
TXNE74C3B36DEBE,CUST100468,1132.45,2026-07-31 02:25:32,Dining,Tablet,Pune,18.5204,73.8567,Net Banking,False,0
TXN845638830F37,CUST100852,60499.68,2026-07-31 02:26:51,Fuel,POS Terminal,Delhi,28.7041,77.1025,UPI,False,1
TXNA6EA95173CEA,CUST100080,370.15,2026-07-31 02:31:46,Travel,ATM,Hyderabad,17.385,78.4867,Credit Card,False,0
